symbol	ensembl_gene_id	endpoint_role
SREBF2	ENSG00000198911	target
PATL2	ENSG00000229474	target
RBM5	ENSG00000003756	target
HSD17B6	ENSG00000025423	target
PARP3	ENSG00000041880	target
FAM114A2	ENSG00000055147	target
SNRNP40	ENSG00000060688	target
TNPO3	ENSG00000064419	target
LAPTM4A	ENSG00000068697	target
TMEM260	ENSG00000070269	target
MBNL3	ENSG00000076770	target
EXD2	ENSG00000081177	target
NFX1	ENSG00000086102	target
TMEM101	ENSG00000091947	target
HAUS4	ENSG00000092036	target
KLHL22	ENSG00000099910	target
EIF3L	ENSG00000100129	target
TAB1	ENSG00000100324	target
FKBP3	ENSG00000100442	target
AP4S1	ENSG00000100478	target
PRORP	ENSG00000100890	target
NELFCD	ENSG00000101158	target
ACTR5	ENSG00000101442	target
POLI	ENSG00000101751	target
CAB39L	ENSG00000102547	target
GDAP1	ENSG00000104381	target
ZNF175	ENSG00000105497	target
PSMA2	ENSG00000106588	target
NPDC1	ENSG00000107281	target
LUC7L3	ENSG00000108848	target
SLAIN2	ENSG00000109171	target
DCPS	ENSG00000110063	target
COPZ1	ENSG00000111481	target
TDP2	ENSG00000111802	target
DNPH1	ENSG00000112667	target
TXNDC15	ENSG00000113621	target
ASH1L	ENSG00000116539	target
AGMAT	ENSG00000116771	target
GNPAT	ENSG00000116906	target
DARS2	ENSG00000117593	target
SYF2	ENSG00000117614	target
EXOSC8	ENSG00000120699	target
DDX54	ENSG00000123064	target
TRIR	ENSG00000123144	target
BAZ2B	ENSG00000123636	target
PLA2G12A	ENSG00000123739	target
INO80	ENSG00000128908	target
RAB2B	ENSG00000129472	target
ERMARD	ENSG00000130023	target
LSM4	ENSG00000130520	target
ATP5IF1	ENSG00000130770	target
NDUFA2	ENSG00000131495	target
EMC7	ENSG00000134153	target
TMEM258	ENSG00000134825	target
ZDHHC4	ENSG00000136247	target
HUS1	ENSG00000136273	target
ZCRB1	ENSG00000139168	target
BBS4	ENSG00000140463	target
PFDN2	ENSG00000143256	target
RALB	ENSG00000144118	target
ATG12	ENSG00000145782	target
PCYOX1L	ENSG00000145882	target
TATDN1	ENSG00000147687	target
ZNF827	ENSG00000151612	target
PIGF	ENSG00000151665	target
ZNF689	ENSG00000156853	target
SUSD3	ENSG00000157303	target
NDUFS2	ENSG00000158864	target
PSMD4	ENSG00000159352	target
ZNF362	ENSG00000160094	target
AP2M1	ENSG00000161203	target
TYW3	ENSG00000162623	target
NAXE	ENSG00000163382	target
TPRA1	ENSG00000163870	target
IFT122	ENSG00000163913	target
TMEM67	ENSG00000164953	target
FUNDC2	ENSG00000165775	target
SPINT1	ENSG00000166145	target
COPS2	ENSG00000166200	target
BLCAP	ENSG00000166619	target
SPRYD3	ENSG00000167778	target
SDHAF2	ENSG00000167985	target
MMADHC	ENSG00000168288	target
DTYMK	ENSG00000168393	target
ZRSR2	ENSG00000169249	target
CRADD	ENSG00000169372	target
MMGT1	ENSG00000169446	target
TMEM126A	ENSG00000171202	target
MICOS10	ENSG00000173436	target
ZBTB8OS	ENSG00000176261	target
RMDN1	ENSG00000176623	target
APOLD1	ENSG00000178878	target
SEPTIN1	ENSG00000180096	target
CMC4	ENSG00000182712	target
SMDT1	ENSG00000183172	target
TXNRD2	ENSG00000184470	target
TMEM222	ENSG00000186501	target
TSPYL4	ENSG00000187189	target
FAM120AOS	ENSG00000188938	target
ZNF573	ENSG00000189144	target
ANAPC7	ENSG00000196510	target
TPK1	ENSG00000196511	target
TOMM7	ENSG00000196683	target
ZMYM1	ENSG00000197056	target
L1CAM	ENSG00000198910	target
ARHGAP19	ENSG00000213390	target
SRA1	ENSG00000213523	target
ZSWIM7	ENSG00000214941	target
UBXN2B	ENSG00000215114	target
OST4	ENSG00000228474	target
FAM200B	ENSG00000237765	target
ALKBH6	ENSG00000239382	target
CHMP4A	ENSG00000254505	target
FPGT	ENSG00000254685	target
SMIM10L1	ENSG00000256537	target
TSPOAP1	ENSG00000005379	target
NCAPD2	ENSG00000010292	target
PLEKHO1	ENSG00000023902	target
VIM	ENSG00000026025	target
CAPG	ENSG00000042493	target
CYFIP2	ENSG00000055163	target
TM7SF3	ENSG00000064115	target
HIPK2	ENSG00000064393	target
SLC12A2	ENSG00000064651	target
ASPM	ENSG00000066279	target
MAPK6	ENSG00000069956	target
ACTN1	ENSG00000072110	target
HMMR	ENSG00000072571	target
GSDMB	ENSG00000073605	target
SRI	ENSG00000075142	target
REXO2	ENSG00000076043	target
RAB10	ENSG00000084733	target
SCFD1	ENSG00000092108	target
BTAF1	ENSG00000095564	target
TRIB3	ENSG00000101255	target
CYB5B	ENSG00000103018	target
SLC7A6	ENSG00000103064	target
COTL1	ENSG00000103187	target
SLC1A5	ENSG00000105281	target
HNRNPUL1	ENSG00000105323	target
BBC3	ENSG00000105327	target
NOP53	ENSG00000105373	target
BABAM1	ENSG00000105393	target
COPE	ENSG00000105669	target
EIF4H	ENSG00000106682	target
RAB11FIP2	ENSG00000107560	target
TASOR2	ENSG00000108021	target
CD69	ENSG00000110848	target
CHPT1	ENSG00000111666	target
C12orf57	ENSG00000111678	target
CEP85L	ENSG00000111860	target
SLC29A1	ENSG00000112759	target
PDE4D	ENSG00000113448	target
ACTR8	ENSG00000113812	target
RNF7	ENSG00000114125	target
FRMD4B	ENSG00000114541	target
CISH	ENSG00000114737	target
GNLY	ENSG00000115523	target
PPP1R7	ENSG00000115685	target
CENPF	ENSG00000117724	target
SGK1	ENSG00000118515	target
MLH3	ENSG00000119684	target
CUTC	ENSG00000119929	target
MTIF3	ENSG00000122033	target
FYTTD1	ENSG00000122068	target
SRGN	ENSG00000122862	target
PSMF1	ENSG00000125818	target
ARPP19	ENSG00000128989	target
MPDU1	ENSG00000129255	target
TOP2A	ENSG00000131747	target
ENOSF1	ENSG00000132199	target
TRIM22	ENSG00000132274	target
CDCA8	ENSG00000134690	target
ANXA1	ENSG00000135046	target
BICDL1	ENSG00000135127	target
MYO1G	ENSG00000136286	target
TPMT	ENSG00000137364	target
CREBZF	ENSG00000137504	target
RDX	ENSG00000137710	target
LEF1	ENSG00000138795	target
CD27	ENSG00000139193	target
N4BP2L1	ENSG00000139597	target
TMX1	ENSG00000139921	target
NLRC5	ENSG00000140853	target
SERBP1	ENSG00000142864	target
UBA3	ENSG00000144744	target
OCIAD2	ENSG00000145247	target
OGT	ENSG00000147162	target
SURF1	ENSG00000148290	target
LIN7C	ENSG00000148943	target
UHMK1	ENSG00000152332	target
ZNF117	ENSG00000152926	target
BCL2L11	ENSG00000153094	target
OXNAD1	ENSG00000154814	target
GTF3C6	ENSG00000155115	target
SLC26A2	ENSG00000155850	target
ELK4	ENSG00000158711	target
IFNAR2	ENSG00000159110	target
JAML	ENSG00000160593	target
SPC24	ENSG00000161888	target
TRAT1	ENSG00000163519	target
TTC14	ENSG00000163728	target
ANXA5	ENSG00000164111	target
HPGD	ENSG00000164120	target
SEPTIN8	ENSG00000164402	target
LEO1	ENSG00000166477	target
ACAA2	ENSG00000167315	target
LENG8	ENSG00000167615	target
OTUB1	ENSG00000167770	target
SRP68	ENSG00000167881	target
TMEM68	ENSG00000167904	target
LMBRD1	ENSG00000168216	target
NT5DC2	ENSG00000168268	target
PCMTD1	ENSG00000168300	target
CLIC4	ENSG00000169504	target
HOPX	ENSG00000171476	target
RRM2	ENSG00000171848	target
MAL	ENSG00000172005	target
ORMDL3	ENSG00000172057	target
ZNF680	ENSG00000173041	target
PARP14	ENSG00000173193	target
NQO1	ENSG00000181019	target
SATB1	ENSG00000182568	target
KIAA2026	ENSG00000183354	target
BTN3A2	ENSG00000186470	target
ZNF626	ENSG00000188171	target
H2AX	ENSG00000188486	target
UROS	ENSG00000188690	target
HHLA3	ENSG00000197568	target
ECI2	ENSG00000198721	target
MTOR	ENSG00000198793	target
KIFBP	ENSG00000198954	target
TMEM273	ENSG00000204161	target
HSD17B8	ENSG00000204228	target
UQCC6	ENSG00000204954	target
RIMOC1	ENSG00000205765	target
C12orf75	ENSG00000235162	target
DBNDD2	ENSG00000244274	target
ZNF345	ENSG00000251247	target
GSTP1	ENSG00000084207	target
CMTM6	ENSG00000091317	target
TSPAN15	ENSG00000099282	target
ANKRD12	ENSG00000101745	target
RIPK2	ENSG00000104312	target
ZC2HC1A	ENSG00000104427	target
GSR	ENSG00000104687	target
MAP4K1	ENSG00000104814	target
ACBD5	ENSG00000107897	target
IL17F	ENSG00000112116	target
CCR6	ENSG00000112486	target
CYSTM1	ENSG00000120306	target
NR1D1	ENSG00000126368	target
TICAM1	ENSG00000127666	target
IMMT	ENSG00000132305	target
ADAM19	ENSG00000135074	target
PHF21A	ENSG00000135365	target
APP	ENSG00000142192	target
NTRK2	ENSG00000148053	target
SLC25A25	ENSG00000148339	target
PRDM8	ENSG00000152784	target
PTPN13	ENSG00000163629	target
CITED2	ENSG00000164442	target
NIPAL4	ENSG00000172548	target
EVC2	ENSG00000173040	target
STAT5B	ENSG00000173757	target
NR1D2	ENSG00000174738	target
ZBTB38	ENSG00000177311	target
TLCD5	ENSG00000181264	target
ARHGEF12	ENSG00000196914	target
TMEM184B	ENSG00000198792	target
LST1	ENSG00000204482	target
TNFRSF25	ENSG00000215788	target
STON1	ENSG00000243244	target
PSMB1	ENSG00000008018	target
XYLT2	ENSG00000015532	target
PEX3	ENSG00000034693	target
CST7	ENSG00000077984	target
PSMC5	ENSG00000087191	target
SNU13	ENSG00000100138	target
ETFB	ENSG00000105379	target
DNAJC12	ENSG00000108176	target
LDHB	ENSG00000111716	target
SOS1	ENSG00000115904	target
IVNS1ABP	ENSG00000116679	target
G0S2	ENSG00000123689	target
ARPC1B	ENSG00000130429	target
FLOT1	ENSG00000137312	target
RGS16	ENSG00000143333	target
TSC22D3	ENSG00000157514	target
EIF4A1	ENSG00000161960	target
RNF187	ENSG00000168159	target
EIF1	ENSG00000173812	target
GRINA	ENSG00000178719	target
ADAT2	ENSG00000189007	target
ANXA6	ENSG00000197043	target
APOL6	ENSG00000221963	target
H2AJ	ENSG00000246705	target
CHURC1	ENSG00000258289	target
C17orf49	ENSG00000258315	target
UBE2T	ENSG00000077152	target
CYLD	ENSG00000083799	target
PSMC6	ENSG00000100519	target
PRPF31	ENSG00000105618	target
PPIF	ENSG00000108179	target
HSPA8	ENSG00000109971	target
BRIX1	ENSG00000113460	target
HSPE1	ENSG00000115541	target
SRM	ENSG00000116649	target
YPEL5	ENSG00000119801	target
TCP1	ENSG00000120438	target
ZBTB1	ENSG00000126804	target
TIMM17A	ENSG00000134375	target
LTV1	ENSG00000135521	target
NABP2	ENSG00000139579	target
MINK1	ENSG00000141503	target
SRSF2	ENSG00000161547	target
TUBA1C	ENSG00000167553	target
CTPS1	ENSG00000171793	target
CYCS	ENSG00000172115	target
CHD2	ENSG00000173575	target
CBX6	ENSG00000183741	target
HSPA14	ENSG00000187522	target
HNRNPAB	ENSG00000197451	target
PSMB8	ENSG00000204264	target
NME1	ENSG00000239672	target
TXNIP	ENSG00000265972	target
LZTS1	ENSG00000061337	target
HMG20B	ENSG00000064961	target
PRKCZ	ENSG00000067606	target
ADNP2	ENSG00000101544	target
AIP	ENSG00000110711	target
GCA	ENSG00000115271	target
PRKAA1	ENSG00000132356	target
TUFT1	ENSG00000143367	target
OBSCN	ENSG00000154358	target
PTMS	ENSG00000159335	target
SPATC1L	ENSG00000160284	target
PGAP3	ENSG00000161395	target
TRIM17	ENSG00000162931	target
RHOBTB3	ENSG00000164292	target
HYI	ENSG00000178922	target
ZNF678	ENSG00000181450	target
ARL6IP4	ENSG00000182196	target
NRBP2	ENSG00000185189	target
RAB11B	ENSG00000185236	target
ZNF555	ENSG00000186300	target
PRELID2	ENSG00000186314	target
ZNF197	ENSG00000186448	target
ZNF559	ENSG00000188321	target
ZNF699	ENSG00000196110	target
CASP4	ENSG00000196954	target
ZNF677	ENSG00000197928	target
ZNF813	ENSG00000198346	target
ZNF630	ENSG00000221994	target
ZNF253	ENSG00000256771	target
ZNF595	ENSG00000272602	target
CD99	ENSG00000002586	target
LASP1	ENSG00000002834	target
CASP10	ENSG00000003400	target
POLDIP2	ENSG00000004142	target
SLC25A13	ENSG00000004864	target
ITGAL	ENSG00000005844	target
TMEM98	ENSG00000006042	target
BLTP2	ENSG00000007202	target
TRAPPC6A	ENSG00000007255	target
MMP25	ENSG00000008516	target
BAZ1B	ENSG00000009954	target
CD4	ENSG00000010610	target
TTC19	ENSG00000011295	target
PTBP1	ENSG00000011304	target
ERCC1	ENSG00000012061	target
CALCOCO1	ENSG00000012822	target
MNAT1	ENSG00000020426	target
SERPINB1	ENSG00000021355	target
SLAMF7	ENSG00000026751	target
GAB2	ENSG00000033327	target
SLC4A7	ENSG00000033867	target
MAP2K3	ENSG00000034152	target
CUL3	ENSG00000036257	target
TUBG2	ENSG00000037042	target
NSUN2	ENSG00000037474	target
MRI1	ENSG00000037757	target
PI4K2B	ENSG00000038210	target
INPP4A	ENSG00000040933	target
TG	ENSG00000042832	target
TNFRSF9	ENSG00000049249	target
CLPTM1L	ENSG00000049656	target
PLEKHA5	ENSG00000052126	target
DCBLD2	ENSG00000057019	target
SOAT1	ENSG00000057252	target
GNA15	ENSG00000060558	target
PIGV	ENSG00000060642	target
ACAA1	ENSG00000060971	target
BCAT1	ENSG00000060982	target
NCKAP1	ENSG00000061676	target
AHRR	ENSG00000063438	target
CTSA	ENSG00000064601	target
FAR2	ENSG00000064763	target
PFKP	ENSG00000067057	target
PHKA1	ENSG00000067177	target
TTC7A	ENSG00000068724	target
KIF2A	ENSG00000068796	target
RASGRP2	ENSG00000068831	target
TGFBR3	ENSG00000069702	target
RAB27A	ENSG00000069974	target
SMG6	ENSG00000070366	target
AP3M2	ENSG00000070718	target
MAP4K4	ENSG00000071054	target
ALDH3A2	ENSG00000072210	target
ACADVL	ENSG00000072778	target
TXK	ENSG00000074966	target
FSCN1	ENSG00000075618	target
PPP2R5C	ENSG00000078304	target
VDAC3	ENSG00000078668	target
CDC14A	ENSG00000079335	target
DDX1	ENSG00000079785	target
CPOX	ENSG00000080819	target
CLDND1	ENSG00000080822	target
HSP90AA1	ENSG00000080824	target
OSTM1	ENSG00000081087	target
PHLPP1	ENSG00000081913	target
P2RX5	ENSG00000083454	target
NCOA1	ENSG00000084676	target
HADHA	ENSG00000084754	target
CD59	ENSG00000085063	target
B4GALT1	ENSG00000086062	target
IPO11	ENSG00000086200	target
EPDR1	ENSG00000086289	target
PPP1R15A	ENSG00000087074	target
TXNDC16	ENSG00000087301	target
DOCK9	ENSG00000088387	target
SMOX	ENSG00000088826	target
SNX5	ENSG00000089006	target
SLC23A2	ENSG00000089057	target
TMEM230	ENSG00000089063	target
PXN	ENSG00000089159	target
CD200	ENSG00000091972	target
RFFL	ENSG00000092871	target
SUCO	ENSG00000094975	target
MAP3K1	ENSG00000095015	target
WHRN	ENSG00000095397	target
ERMP1	ENSG00000099219	target
SEC14L2	ENSG00000100003	target
SPECC1L	ENSG00000100014	target
MAPK1	ENSG00000100030	target
MFNG	ENSG00000100060	target
SLC25A1	ENSG00000100075	target
GRK3	ENSG00000100077	target
PIK3IP1	ENSG00000100100	target
PICK1	ENSG00000100151	target
TTC28	ENSG00000100154	target
DDX17	ENSG00000100201	target
PACSIN2	ENSG00000100266	target
APOBEC3H	ENSG00000100298	target
TXN2	ENSG00000100348	target
POLR3H	ENSG00000100413	target
KHNYN	ENSG00000100441	target
DDHD1	ENSG00000100523	target
PSMA3	ENSG00000100567	target
AHSA1	ENSG00000100591	target
ASB2	ENSG00000100628	target
PSMC1	ENSG00000100764	target
NFKBIA	ENSG00000100906	target
SLCO4A1	ENSG00000101187	target
ARFRP1	ENSG00000101246	target
SAMHD1	ENSG00000101347	target
MAP1LC3A	ENSG00000101460	target
SMCHD1	ENSG00000101596	target
MIB1	ENSG00000101752	target
PSMD10	ENSG00000101843	target
WDR13	ENSG00000101940	target
PLP2	ENSG00000102007	target
SMS	ENSG00000102172	target
NDFIP2	ENSG00000102471	target
TRADD	ENSG00000102871	target
USB1	ENSG00000103005	target
AXIN1	ENSG00000103126	target
CPPED1	ENSG00000103381	target
HMOX2	ENSG00000103415	target
IL21R	ENSG00000103522	target
TRPS1	ENSG00000104447	target
SPAG1	ENSG00000104450	target
LEPROTL1	ENSG00000104660	target
PPP1R13L	ENSG00000104881	target
OAZ1	ENSG00000104904	target
STX10	ENSG00000104915	target
IL4I1	ENSG00000104951	target
TLE5	ENSG00000104964	target
PPP6R1	ENSG00000105063	target
GPI	ENSG00000105220	target
PRX	ENSG00000105227	target
HBP1	ENSG00000105856	target
GSDME	ENSG00000105928	target
HIBADH	ENSG00000106049	target
HSPB1	ENSG00000106211	target
SNX8	ENSG00000106266	target
TAF6	ENSG00000106290	target
AP1S1	ENSG00000106367	target
PLOD3	ENSG00000106397	target
RPA3	ENSG00000106399	target
TMEM106B	ENSG00000106460	target
AHR	ENSG00000106546	target
TGFBR1	ENSG00000106799	target
UBE2R2	ENSG00000107341	target
PDLIM1	ENSG00000107438	target
PHYH	ENSG00000107537	target
MICU1	ENSG00000107745	target
ACTA2	ENSG00000107796	target
TFAM	ENSG00000108064	target
CCDC6	ENSG00000108091	target
CDK5RAP3	ENSG00000108465	target
PSMD11	ENSG00000108671	target
RAB5C	ENSG00000108774	target
ABI3	ENSG00000108798	target
EZH1	ENSG00000108799	target
EFTUD2	ENSG00000108883	target
RANGRF	ENSG00000108961	target
CLCN3	ENSG00000109572	target
LPXN	ENSG00000110031	target
CPT1A	ENSG00000110090	target
CHORDC1	ENSG00000110172	target
MDK	ENSG00000110492	target
PITPNM1	ENSG00000110697	target
POU2AF1	ENSG00000110777	target
CORO1C	ENSG00000110880	target
ATP5F1B	ENSG00000110955	target
LIN7A	ENSG00000111052	target
DDX55	ENSG00000111364	target
SLC38A1	ENSG00000111371	target
RAB5B	ENSG00000111540	target
ING4	ENSG00000111653	target
USP5	ENSG00000111667	target
SASH1	ENSG00000111961	target
KCTD20	ENSG00000112078	target
E2F3	ENSG00000112242	target
TENT5A	ENSG00000112773	target
LY86	ENSG00000112799	target
RASGRF2	ENSG00000113319	target
SUB1	ENSG00000113387	target
SLC12A7	ENSG00000113504	target
NPHP3	ENSG00000113971	target
ATP6V1A	ENSG00000114573	target
ABTB1	ENSG00000114626	target
MAPKAPK3	ENSG00000114738	target
EIF4G1	ENSG00000114867	target
TP53I3	ENSG00000115129	target
ACVR1	ENSG00000115170	target
ITGA4	ENSG00000115232	target
RTN4	ENSG00000115310	target
FN1	ENSG00000115414	target
STAT1	ENSG00000115415	target
PECR	ENSG00000115425	target
HPCAL1	ENSG00000115756	target
SLC1A4	ENSG00000115902	target
EPAS1	ENSG00000116016	target
NFE2L2	ENSG00000116044	target
BCL9	ENSG00000116128	target
ICMT	ENSG00000116237	target
ATP5PB	ENSG00000116459	target
RAP1A	ENSG00000116473	target
UCHL5	ENSG00000116750	target
CRYZ	ENSG00000116791	target
CD48	ENSG00000117091	target
DPH5	ENSG00000117543	target
FASLG	ENSG00000117560	target
MAN1C1	ENSG00000117643	target
IRAG2	ENSG00000118308	target
ELOVL4	ENSG00000118402	target
PLAGL1	ENSG00000118495	target
KLF12	ENSG00000118922	target
CCND2	ENSG00000118971	target
ELL2	ENSG00000118985	target
HSDL2	ENSG00000119471	target
KDSR	ENSG00000119537	target
VPS4B	ENSG00000119541	target
NPC2	ENSG00000119655	target
GPR68	ENSG00000119714	target
YIPF4	ENSG00000119820	target
PLEKHG1	ENSG00000120278	target
GORAB	ENSG00000120370	target
HSPH1	ENSG00000120694	target
SOCS2	ENSG00000120833	target
WASHC3	ENSG00000120860	target
CLU	ENSG00000120885	target
TNFRSF10B	ENSG00000120889	target
CRISPLD1	ENSG00000121005	target
GTDC1	ENSG00000121964	target
ZC3H7A	ENSG00000122299	target
SERAC1	ENSG00000122335	target
EEPD1	ENSG00000122547	target
HYCC1	ENSG00000122591	target
RNF11	ENSG00000123091	target
NLN	ENSG00000123213	target
OPTN	ENSG00000123240	target
ACVR1C	ENSG00000123612	target
RAP2C	ENSG00000123728	target
ACSL3	ENSG00000123983	target
PREX1	ENSG00000124126	target
SDC4	ENSG00000124145	target
TOX2	ENSG00000124191	target
CSE1L	ENSG00000124207	target
IL9R	ENSG00000124334	target
SNRPC	ENSG00000124562	target
GLO1	ENSG00000124767	target
LRRFIP1	ENSG00000124831	target
GOT2	ENSG00000125166	target
PTGER2	ENSG00000125384	target
MSTO1	ENSG00000125459	target
SLC2A4RG	ENSG00000125520	target
SLC25A23	ENSG00000125648	target
TNFSF9	ENSG00000125657	target
TRIP10	ENSG00000125733	target
VASP	ENSG00000125753	target
SNRPB2	ENSG00000125870	target
MGME1	ENSG00000125871	target
NCLN	ENSG00000125912	target
ZNF436	ENSG00000125945	target
NECAB3	ENSG00000125967	target
UXT	ENSG00000126756	target
PLEKHG3	ENSG00000126822	target
HIVEP3	ENSG00000127124	target
EMC1	ENSG00000127463	target
ECHS1	ENSG00000127884	target
FGL2	ENSG00000127951	target
SDF2L1	ENSG00000128228	target
TWSG1	ENSG00000128791	target
PALLD	ENSG00000129116	target
MTUS1	ENSG00000129422	target
SGO1	ENSG00000129810	target
TOMM40	ENSG00000130204	target
ACTN4	ENSG00000130402	target
ADRM1	ENSG00000130706	target
GMFG	ENSG00000130755	target
HIP1R	ENSG00000130787	target
DKC1	ENSG00000130826	target
MPP1	ENSG00000130830	target
KIF3A	ENSG00000131437	target
TMEM204	ENSG00000131634	target
PPARG	ENSG00000132170	target
TRIM5	ENSG00000132256	target
TBC1D14	ENSG00000132405	target
ERAL1	ENSG00000132591	target
NIP7	ENSG00000132603	target
ANKEF1	ENSG00000132623	target
ALOX5AP	ENSG00000132965	target
SLC41A1	ENSG00000133065	target
MKRN1	ENSG00000133606	target
TMTC1	ENSG00000133687	target
CCDC59	ENSG00000133773	target
AMPD3	ENSG00000133805	target
HSD17B4	ENSG00000133835	target
DGLUCY	ENSG00000133943	target
NUMB	ENSG00000133961	target
TTC9	ENSG00000133985	target
TSPAN2	ENSG00000134198	target
SORT1	ENSG00000134243	target
SPIRE1	ENSG00000134278	target
TMEM241	ENSG00000134490	target
EMP1	ENSG00000134531	target
RNF138	ENSG00000134758	target
TIMM10	ENSG00000134809	target
TPP2	ENSG00000134900	target
ETS1	ENSG00000134954	target
NREP	ENSG00000134986	target
RFK	ENSG00000135002	target
ISCA1	ENSG00000135070	target
ATP5MC2	ENSG00000135390	target
TESPA1	ENSG00000135426	target
PAN2	ENSG00000135473	target
CD164	ENSG00000135535	target
CPM	ENSG00000135678	target
FHOD1	ENSG00000135723	target
DHX9	ENSG00000135829	target
NIBAN1	ENSG00000135842	target
GPR55	ENSG00000135898	target
ITM2C	ENSG00000135916	target
ISCU	ENSG00000136003	target
PLXNC1	ENSG00000136040	target
DRAM1	ENSG00000136048	target
SLC41A2	ENSG00000136052	target
MED4	ENSG00000136146	target
ITM2B	ENSG00000136156	target
RCBTB2	ENSG00000136161	target
LCP1	ENSG00000136167	target
CCM2	ENSG00000136280	target
TTYH3	ENSG00000136295	target
MTHFS	ENSG00000136371	target
CALCOCO2	ENSG00000136436	target
HLX	ENSG00000136630	target
ABI1	ENSG00000136754	target
TOR1A	ENSG00000136827	target
SLC2A8	ENSG00000136856	target
ENPP2	ENSG00000136960	target
TLN1	ENSG00000137076	target
FOXP4	ENSG00000137166	target
TUBB2A	ENSG00000137267	target
FGFBP2	ENSG00000137441	target
CCDC90B	ENSG00000137500	target
TMEM62	ENSG00000137842	target
HADHB	ENSG00000138029	target
CYP1B1	ENSG00000138061	target
MFSD13A	ENSG00000138111	target
ARL3	ENSG00000138175	target
APH1B	ENSG00000138613	target
SEMA7A	ENSG00000138623	target
BMP2K	ENSG00000138756	target
SCARB2	ENSG00000138760	target
KIF21A	ENSG00000139116	target
AEBP2	ENSG00000139154	target
ETNK1	ENSG00000139163	target
DUSP6	ENSG00000139318	target
RITA1	ENSG00000139405	target
GLTP	ENSG00000139433	target
ITGB7	ENSG00000139626	target
WDFY2	ENSG00000139668	target
LPAR6	ENSG00000139679	target
RB1	ENSG00000139687	target
RHOF	ENSG00000139725	target
NIPA2	ENSG00000140157	target
